"ICTVnames" "accessionIDs"
"Delphinus delphis polyomavirus 1" "NC_025899"
"Centropristis striata polyomavirus 1" "NC_025790"
"Rhynchobatus djiddensis polyomavirus 1" "NC_026244"
"Sparus aurata polyomavirus 1" "NC_030838"
"Trematomus bernacchii polyomavirus 1" "NC_040638"
"Trematomus pennellii polyomavirus 1" "NC_026944"
"Alphapapillomavirus 1" "NC_001586"
"Alphapapillomavirus 2" "NC_001576"
"Alphapapillomavirus 3" "NC_001694"
"Alphapapillomavirus 4" "NC_001352"
"Alphapapillomavirus 5" "NC_001583"
"Alphapapillomavirus 6" "NC_038889"
"Alphapapillomavirus 7" "NC_001357"
"Alphapapillomavirus 8" "NC_001595"
"Alphapapillomavirus 9" "NC_001526"
"Alphapapillomavirus 10" "NC_001355"
"Alphapapillomavirus 11" "NC_001587"
"Alphapapillomavirus 12" "NC_001678"
"Alphapapillomavirus 13" "NC_001676"
"Alphapapillomavirus 14" "NC_039089"
"Betapapillomavirus 1" "NC_001531"
"Betapapillomavirus 2" "NC_001596"
"Betapapillomavirus 3" "NC_001591"
"Betapapillomavirus 4" "NC_004500"
"Betapapillomavirus 5" "NC_005134"
"Betapapillomavirus 6" "NC_015691"
"Chipapillomavirus 1" "NC_008297"
"Chipapillomavirus 2" "NC_010226"
"Chipapillomavirus 3" "NC_016014"
"Deltapapillomavirus 1" "NC_001524"
"Deltapapillomavirus 2" "NC_001523"
"Deltapapillomavirus 3" "NC_001789"
"Deltapapillomavirus 4" "NC_001522"
"Deltapapillomavirus 5" "NC_011051"
"Deltapapillomavirus 6" "NC_015267"
"Deltapapillomavirus 7" "NC_039036"
"Dyochipapillomavirus 1" "NC_023882"
"Dyodeltapapillomavirus 1" "NC_011280"
"Dyoepsilonpapillomavirus 1" "NC_013117"
"Dyoetapapillomavirus 1" "NC_011765"
"Dyoiotapapillomavirus 1" "NC_017862"
"Dyoiotapapillomavirus 2" "NC_020085"
"Dyokappapapillomavirus 1" "NC_038516"
"Dyokappapapillomavirus 2" "NC_023895"
"Dyokappapapillomavirus 3" "NC_030796"
"Dyokappapapillomavirus 4" "NC_030798"
"Dyokappapapillomavirus 5" "NC_039037"
"Dyolambdapapillomavirus 1" "NC_014143"
"Dyomupapillomavirus 1" "NC_016013"
"Dyonupapillomavirus 1" "NC_015325"
"Dyoomegapapillomavirus 1" "NC_038517"
"Dyoomikronpapillomavirus 1" "NC_023496"
"Dyophipapillomavirus 1" "NC_039038"
"Dyopipapillomavirus 1" "NC_018076"
"Dyopsipapillomavirus 1" "NC_038518"
"Dyorhopapillomavirus 1" "NC_020500"
"Dyosigmapapillomavirus 1" "NC_023178"
"Dyotaupapillomavirus 1" "NC_038519"
"Dyothetapapillomavirus 1" "NC_038520"
"Dyoupsilonpapillomavirus 1" "NC_038521"
"Dyoxipapillomavirus 1" "NC_007612"
"Dyoxipapillomavirus 2" "NC_030799"
"Dyozetapapillomavirus 1" "NC_011530"
"Epsilonpapillomavirus 1" "NC_004195"
"Epsilonpapillomavirus 2" "NC_030151"
"Etapapillomavirus 1" "NC_004068"
"Gammapapillomavirus 1" "NC_001457"
"Gammapapillomavirus 2" "NC_001690"
"Gammapapillomavirus 3" "NC_001691"
"Gammapapillomavirus 4" "NC_001693"
"Gammapapillomavirus 5" "NC_010329"
"Gammapapillomavirus 6" "NC_008189"
"Gammapapillomavirus 7" "NC_012485"
"Gammapapillomavirus 8" "NC_012486"
"Gammapapillomavirus 9" "NC_013035"
"Gammapapillomavirus 10" "NC_014185"
"Gammapapillomavirus 11" "NC_016157"
"Gammapapillomavirus 12" "NC_014469"
"Gammapapillomavirus 13" "NC_014952"
"Gammapapillomavirus 14" "NC_014954"
"Gammapapillomavirus 15" "NC_017993"
"Gammapapillomavirus 16" "NC_017995"
"Gammapapillomavirus 17" "NC_017997"
"Gammapapillomavirus 18" "NC_033781"
"Gammapapillomavirus 19" "NC_038522"
"Gammapapillomavirus 20" "NC_028125"
"Gammapapillomavirus 21" "NC_022892"
"Gammapapillomavirus 22" "NC_038523"
"Gammapapillomavirus 23" "NC_038524"
"Gammapapillomavirus 24" "NC_023891"
"Gammapapillomavirus 25" "NC_038914"
"Gammapapillomavirus 26" "NC_039086"
"Gammapapillomavirus 27" "NC_027528"
"Iotapapillomavirus 1" "NC_001605"
"Iotapapillomavirus 2" "NC_039039"
"Kappapapillomavirus 1" "NC_002232"
"Kappapapillomavirus 2" "NC_001541"
"Lambdapapillomavirus 1" "NC_004765"
"Lambdapapillomavirus 2" "NC_001619"
"Lambdapapillomavirus 3" "NC_013237"
"Lambdapapillomavirus 4" "NC_007150"
"Lambdapapillomavirus 5" "NC_018575"
"Mupapillomavirus 1" "NC_001356"
"Mupapillomavirus 2" "NC_001458"
"Mupapillomavirus 3" "NC_038525"
"Nupapillomavirus 1" "NC_001354"
"Omegapapillomavirus 1" "NC_010739"
"Omikronpapillomavirus 1" "NC_003348"
"Phipapillomavirus 1" "NC_008032"
"Pipapillomavirus 1" "NC_022647"
"Pipapillomavirus 2" "NC_008519"
"Psipapillomavirus 1" "NC_008298"
"Psipapillomavirus 2" "NC_033740"
"Psipapillomavirus 3" "NC_033745"
"Rhopapillomavirus 1" "NC_006563"
"Rhopapillomavirus 2" "NC_038526"
"Sigmapapillomavirus 1" "NC_006951"
"Taupapillomavirus 1" "NC_006564"
"Taupapillomavirus 2" "NC_023852"
"Taupapillomavirus 3" "NC_021472"
"Taupapillomavirus 4" "NC_022253"
"Thetapapillomavirus 1" "NC_003973"
"Treisdeltapapillomavirus 1" "NC_038527"
"Treisepsilonpapillomavirus 1" "NC_023894"
"Treisetapapillomavirus 1" "NC_038531"
"Treisiotapapillomavirus 1" "NC_039040"
"Treiskappapapillomavirus 1" "NC_031756"
"Treisthetapapillomavirus 1" "NC_039041"
"Treiszetapapillomavirus 1" "NC_024300"
"Upsilonpapillomavirus 1" "NC_011109"
"Upsilonpapillomavirus 2" "NC_008184"
"Upsilonpapillomavirus 3" "NC_018075"
"Xipapillomavirus 1" "NC_004197"
"Xipapillomavirus 2" "NC_028126"
"Xipapillomavirus 3" "NC_021930"
"Xipapillomavirus 4" "NC_030797"
"Xipapillomavirus 5" "NC_039042"
"Zetapapillomavirus 1" "NC_003748"
"Alefpapillomavirus 1" "NC_030839"
"Asteroid aquambidensovirus 1" "NC_038532"
"Decapod aquambidensovirus 1" "NC_026943"
"Blattodean blattambidensovirus 1" "NC_005041"
"Hemipteran diciambidensovirus 1" "NC_030296"
"Hemipteran hemiambidensovirus 2" "NC_005040"
"Lepidopteran iteradensovirus 1" "NC_003346"
"Lepidopteran iteradensovirus 2" "NC_004288"
"Lepidopteran iteradensovirus 3" "NC_006555"
"Lepidopteran iteradensovirus 4" "NC_018450"
"Lepidopteran iteradensovirus 5" "NC_015718"
"Orthopteran miniambidensovirus 1" "NC_022564"
"Dipteran muscodensovirus 1" "MK643151"
"Blattodean pefuambidensovirus 1" "NC_000936"
"Dipteran protoambidensovirus 1" "NC_012685"
"Lepidopteran protoambidensovirus 1" "NC_004286"
"Hemipteran scindoambidensovirus 1" "NC_004289"
"Hymenopteran scindoambidensovirus 1" "NC_022748"
"Orthopteran scindoambidensovirus 1" "HQ827781"
"Dipteran brevihamaparvovirus 1" "NC_011317"
"Dipteran brevihamaparvovirus 2" "NC_004285"
"Carnivore chaphamaparvovirus 1" "MH893826"
"Dasyurid chaphamaparvovirus 1" "MK513528"
"Dasyurid chaphamaparvovirus 2" "MK513529"
"Dasyurid chaphamaparvovirus 3" "MK513533"
"Galliform chaphamaparvovirus 2" "MG846442"
"Galliform chaphamaparvovirus 3" "KM254174"
"Galliform chaphamaparvovirus 4" "MK988619"
"Galliform chaphamaparvovirus 5" "MK988620"
"Primate chaphamaparvovirus 1" "MN265364"
"Psittacine chaphamaparvovirus 1" "MN175613"
"Rodent chaphamaparvovirus 1" "NC_040843"
"Rodent chaphamaparvovirus 2" "KX272741"
"Ungulate chaphamaparvovirus 1" "NC_040562"
"Decapod hepanhamaparvovirus 1" "NC_014357"
"Syngnathid ichthamaparvovirus 1" "MN049932"
"Decapod penstylhamaparvovirus 1" "NC_039043"
"Carnivore amdoparvovirus 1" "NC_001662"
"Carnivore amdoparvovirus 2" "NC_038533"
"Carnivore amdoparvovirus 3" "NC_025825"
"Carnivore amdoparvovirus 4" "NC_034445"
"Carnivore amdoparvovirus 5" "NC_031751"
"Chiropteran artiparvovirus 1" "NC_016752"
"Galliform aveparvovirus 1" "NC_038534"
"Gruiform aveparvovirus 1" "NC_040603"
"Carnivore bocaparvovirus 1" "FJ214110"
"Carnivore bocaparvovirus 2" "NC_020499"
"Carnivore bocaparvovirus 3" "NC_017823"
"Carnivore bocaparvovirus 4" "NC_022800"
"Carnivore bocaparvovirus 5" "NC_039044"
"Carnivore bocaparvovirus 6" "NC_030873"
"Chiropteran bocaparvovirus 1" "NC_039045"
"Chiropteran bocaparvovirus 2" "NC_039046"
"Chiropteran bocaparvovirus 3" "NC_039047"
"Chiropteran bocaparvovirus 4" "NC_039048"
"Chiropteran bocaparvovirus 5" "NC_040695"
"Lagomorph bocaparvovirus 1" "NC_028973"
"Pinniped bocaparvovirus 1" "NC_038535"
"Pinniped bocaparvovirus 2" "NC_038536"
"Primate bocaparvovirus 1" "JQ923422"
"Primate bocaparvovirus 2" "NC_012042"
"Primate bocaparvovirus 3" "MN091929"
"Rodent bocaparvovirus 1" "NC_029133"
"Rodent bocaparvovirus 2" "MF175080"
"Ungulate bocaparvovirus 1" "NC_038895"
"Ungulate bocaparvovirus 2" "NC_024453"
"Ungulate bocaparvovirus 3" "NC_038537"
"Ungulate bocaparvovirus 4" "NC_038538"
"Ungulate bocaparvovirus 5" "NC_016031"
"Ungulate bocaparvovirus 6" "NC_030402"
"Ungulate bocaparvovirus 7" "KY640430"
"Ungulate bocaparvovirus 8" "NC_035185"
"Ungulate bocaparvovirus 9" "MK014742"
"Ungulate copiparvovirus 1" "NC_006259"
"Ungulate copiparvovirus 2" "NC_014665"
"Ungulate copiparvovirus 3" "MK091524"
"Ungulate copiparvovirus 4" "KX384823"
"Ungulate copiparvovirus 5" "NC_031959"
"Ungulate copiparvovirus 6" "MG136722"
"Adeno-associated dependoparvovirus A" "NC_001401"
"Adeno-associated dependoparvovirus B" "NC_006152"
"Anseriform dependoparvovirus 1" "NC_006147"
"Avian dependoparvovirus 1" "NC_004828"
"Carnivore dependoparvovirus 1" "MN794870"
"Chiropteran dependoparvovirus 1" "NC_014468"
"Pinniped dependoparvovirus 1" "NC_038539"
"Rodent dependoparvovirus 1" "MF416383"
"Rodent dependoparvovirus 2" "MF416384"
"Squamate dependoparvovirus 1" "NC_006148"
"Squamate dependoparvovirus 2" "NC_027429"
"Pinniped erythroparvovirus 1" "KF373759"
"Primate erythroparvovirus 1" "NC_000883"
"Primate erythroparvovirus 2" "NC_038540"
"Primate erythroparvovirus 3" "NC_038541"
"Primate erythroparvovirus 4" "NC_038542"
"Rodent erythroparvovirus 1" "NC_038543"
"Ungulate erythroparvovirus 1" "AF406967"
"Primate loriparvovirus 1" "NC_025891"
"Carnivore protoparvovirus 1" "NC_001539"
"Carnivore protoparvovirus 2" "NC_030837"
"Carnivore protoparvovirus 3" "MF198244"
"Carnivore protoparvovirus 4" "KC692368"
"Chiropteran protoparvovirus 1" "NC_029797"
"Eulipotyphla protoparvovirus 1" "NC_026815"
"Primate protoparvovirus 1" "NC_038544"
"Primate protoparvovirus 2" "NC_039049"
"Primate protoparvovirus 3" "NC_039050"
"Rodent protoparvovirus 1" "NC_001510"
"Rodent protoparvovirus 2" "NC_038545"
"Rodent protoparvovirus 3" "NC_028650"
"Ungulate protoparvovirus 1" "NC_001718"
"Ungulate protoparvovirus 2" "NC_043446"
"Chiropteran tetraparvovirus 1" "NC_016744"
"Primate tetraparvovirus 1" "NC_007018"
"Ungulate tetraparvovirus 1" "NC_038898"
"Ungulate tetraparvovirus 2" "NC_038546"
"Ungulate tetraparvovirus 3" "NC_038883"
"Ungulate tetraparvovirus 4" "NC_038547"
"Chaetoceros diatodnavirus 1" "NC_043432"
"Avon-Heathcote Estuary associated kieseladnavirus" "NC_033744"
"Chaetoceros protobacilladnavirus 1" "NC_007193"
"Chaetoceros protobacilladnavirus 2" "NC_023441"
"Chaetoceros protobacilladnavirus 3" "NC_015211"
"Chaetoceros protobacilladnavirus 4" "NC_014748"
"Marine protobacilladnavirus 1" "NC_025707"
"Snail associated protobacilladnavirus 1" "NC_033746"
"Snail associated protobacilladnavirus 2" "NC_033741"
"Barbel circovirus" "NC_015399"
"Bat associated circovirus 1" "NC_038385"
"Bat associated circovirus 2" "NC_021206"
"Bat associated circovirus 3" "NC_038386"
"Bat associated circovirus 4" "NC_028045"
"Bat associated circovirus 5" "NC_038387"
"Bat associated circovirus 6" "NC_038388"
"Bat associated circovirus 7" "NC_038389"
"Bat associated circovirus 8" "NC_038390"
"Bat associated circovirus 9" "NC_039033"
"Bat associated circovirus 10" "NC_035799"
"Bat associated circovirus 11" "KX756996"
"Bat associated circovirus 12" "KJ641716"
"Bat associated circovirus 13" "MN928506"
"Beak and feather disease virus" "NC_001944"
"Bear circovirus" "MN371255"
"Canary circovirus" "NC_003410"
"Canine circovirus" "NC_020904"
"Chimpanzee associated circovirus 1" "NC_038391"
"Civet circovirus" "NC_040679"
"Duck circovirus" "NC_005053"
"Elk circovirus" "MN585201"
"European catfish circovirus" "NC_025246"
"Finch circovirus" "NC_008522"
"Goose circovirus" "NC_003054"
"Gull circovirus" "NC_008521"
"Human associated circovirus 1" "NC_038392"
"Mink circovirus" "NC_023885"
"Mosquito associated circovirus 1" "NC_040833"
"Penguin circovirus" "MN164703"
"Pigeon circovirus" "NC_002361"
"Porcine circovirus 1" "NC_001792"
"Porcine circovirus 2" "AY651850"
"Porcine circovirus 3" "NC_031753"
"Porcine circovirus 4" "MK986820"
"Raven circovirus" "NC_008375"
"Rodent associated circovirus 1" "KY370034"
"Rodent associated circovirus 2" "KY370042"
"Rodent associated circovirus 3" "KY370039"
"Rodent associated circovirus 4" "KY370029"
"Rodent associated circovirus 5" "KY370027"
"Rodent associated circovirus 6" "KY370037"
"Rodent associated circovirus 7" "MF497827"
"Starling circovirus" "NC_008033"
"Swan circovirus" "NC_025247"
"Tick associated circovirus 1" "NC_030199"
"Tick associated circovirus 2" "KX987146"
"Whale circovirus" "MN103538"
"Zebra finch circovirus" "NC_026945"
"Ant associated cyclovirus 1" "NC_040325"
"Bat associated cyclovirus 1" "NC_034547"
"Bat associated cyclovirus 2" "NC_038393"
"Bat associated cyclovirus 3" "NC_038394"
"Bat associated cyclovirus 4" "NC_038395"
"Bat associated cyclovirus 5" "NC_014929"
"Bat associated cyclovirus 6" "NC_038396"
"Bat associated cyclovirus 7" "NC_038397"
"Bat associated cyclovirus 8" "NC_038398"
"Bat associated cyclovirus 9" "NC_038399"
"Bat associated cyclovirus 10" "NC_025792"
"Bat associated cyclovirus 11" "NC_038400"
"Bat associated cyclovirus 12" "NC_025791"
"Bat associated cyclovirus 13" "NC_038401"
"Bat associated cyclovirus 14" "NC_038402"
"Bat associated cyclovirus 15" "NC_038403"
"Bat associated cyclovirus 16" "NC_038404"
"Bovine associated cyclovirus 1" "NC_038405"
"Capybara associated cyclovirus" "MK947371"
"Chicken associated cyclovirus 1" "NC_038406"
"Chicken associated cyclovirus 2" "NC_040639"
"Chimpanzee associated cyclovirus 1" "NC_038407"
"Cockroach associated cyclovirus 1" "NC_020206"
"Dragonfly associated cyclovirus 1" "JX185419"
"Dragonfly associated cyclovirus 2" "NC_023869"
"Dragonfly associated cyclovirus 3" "NC_023868"
"Dragonfly associated cyclovirus 4" "NC_039214"
"Dragonfly associated cyclovirus 5" "NC_023866"
"Dragonfly associated cyclovirus 6" "NC_038408"
"Dragonfly associated cyclovirus 7" "NC_038409"
"Dragonfly associated cyclovirus 8" "NC_038410"
"Duck associated cyclovirus 1" "NC_034977"
"Feline associated cyclovirus 1" "NC_024700"
"Goat associated cyclovirus 1" "NC_014928"
"Horse associated cyclovirus 1" "NC_038411"
"Human associated cyclovirus 1" "NC_038412"
"Human associated cyclovirus 2" "NC_036877"
"Human associated cyclovirus 3" "NC_038413"
"Human associated cyclovirus 4" "NC_038414"
"Human associated cyclovirus 5" "NC_038415"
"Human associated cyclovirus 6" "NC_038416"
"Human associated cyclovirus 7" "NC_038417"
"Human associated cyclovirus 8" "NC_039215"
"Human associated cyclovirus 9" "NC_021568"
"Human associated cyclovirus 10" "NC_023874"
"Human associated cyclovirus 11" "NC_038418"
"Human associated cyclovirus 12" "NC_032682"
"Mouse associated cyclovirus 1" "NC_031755"
"Rodent associated cyclovirus 1" "KY370028"
"Rodent associated cyclovirus 2" "KY370026"
"Spider associated cyclovirus 1" "NC_040324"
"Squirrel associated cyclovirus 1" "NC_027530"
"Bonzesmacovirus bovas1" "NC_030124"
"Bostasmacovirus bovas1" "NC_030129"
"Bovismacovirus bovas1" "NC_039054"
"Bovismacovirus bovas2" "NC_030123"
"Bovismacovirus draga1" "NC_039055"
"Cosmacovirus bovas1" "NC_030128"
"Dragsmacovirus draga1" "NC_039056"
"Drosmacovirus bovas1" "NC_030125"
"Drosmacovirus camas1" "NC_039057"
"Drosmacovirus camas2" "NC_039058"
"Felismacovirus lynas1" "MK796234"
"Huchismacovirus chicas1" "NC_039059"
"Huchismacovirus chicas2" "NC_039060"
"Huchismacovirus humas3" "NC_039063"
"Inpeasmacovirus humas1" "MH500283"
"Inpeasmacovirus peafo1" "MN928918"
"Porprismacovirus alecas1" "NC_040359"
"Porprismacovirus avias1" "MN175615"
"Porprismacovirus babas1" "LC386197"
"Porprismacovirus bovas1" "NC_030119"
"Porprismacovirus bovas2" "NC_040553"
"Porprismacovirus camas1" "NC_039064"
"Porprismacovirus camas2" "NC_039065"
"Porprismacovirus camas3" "NC_039066"
"Porprismacovirus camas4" "NC_039067"
"Porprismacovirus capas1" "MK570200"
"Porprismacovirus chicas1" "KY086298"
"Porprismacovirus chicas2" "MN379619"
"Porprismacovirus chicas3" "MN379623"
"Porprismacovirus chicas4" "MN379620"
"Porprismacovirus chicas5" "MN379627"
"Porprismacovirus chicas6" "MN379621"
"Porprismacovirus chicas7" "MN379622"
"Porprismacovirus chimas1" "NC_039068"
"Porprismacovirus chimas2" "NC_039069"
"Porprismacovirus flas1" "NC_040336"
"Porprismacovirus goas1" "MH500307"
"Porprismacovirus goras1" "NC_026319"
"Porprismacovirus humas1" "NC_039070"
"Porprismacovirus humas3" "MG522850"
"Porprismacovirus humas4" "MH111125"
"Porprismacovirus leo1" "MK796236"
"Porprismacovirus lynas2" "MK796235"
"Porprismacovirus macas1" "KU043421"
"Porprismacovirus macas2" "KU043429"
"Porprismacovirus macas3" "KU058671"
"Porprismacovirus macas4" "KU043403"
"Porprismacovirus macas5" "MH616866"
"Porprismacovirus macas6" "KU043396"
"Porprismacovirus malbas1" "LC386195"
"Porprismacovirus peafo1" "MN928919"
"Porprismacovirus porci1" "JX274036"
"Porprismacovirus porci2" "NC_021203"
"Porprismacovirus porci3" "NC_021204"
"Porprismacovirus porci4" "NC_039071"
"Porprismacovirus porci5" "NC_024772"
"Porprismacovirus porci7" "NC_024773"
"Porprismacovirus porci11" "MH111138"
"Porprismacovirus porci12" "MH500297"
"Porprismacovirus porci13" "MH500303"
"Porprismacovirus porci14" "MH500301"
"Porprismacovirus porci15" "MH500286"
"Porprismacovirus porci16" "MH500298"
"Porprismacovirus porci17" "MH500284"
"Porprismacovirus porci18" "MH111148"
"Porprismacovirus porci19" "MH111126"
"Porprismacovirus porci20" "MH500289"
"Porprismacovirus ratas1" "NC_027777"
"Porprismacovirus sheas1" "NC_030121"
"Porprismacovirus sheas2" "NC_030122"
"Porprismacovirus sheas3" "NC_030120"
"Abaca bunchy top virus" "DNA-C: NC_010318; DNA-M: NC_010317; DNA-N: NC_010314; DNA-R: NC_010319; DNA-S: NC_010316; DNA-U3: NC_010315"
"Banana bunchy top virus" "DNA-C: NC_003477; DNA-M: NC_003474; DNA-N: NC_003476; DNA-R: NC_003479; DNA-S: NC_003473; DNA-U3: NC_003475"
"Cardamom bushy dwarf virus" "DNA-C: NC_038809; DNA-M: NC_038815; DNA-N: NC_038808; DNA-R: NC_038816; DNA-S: NC_038810; DNA-U3: NC_038813"
"Black medic leaf roll virus" "DNA-C: NC_023300; DNA-M: NC_023305; DNA-N: NC_023301; DNA-R: NC_023299; DNA-S: NC_023304; DNA-U1: NC_023306; DNA-U2: NC_023307; DNA-U4: NC_023302"
"Cow vetch latent virus" "DNA-C: NC_040751; DNA-M: NC_040745; DNA-N: NC_040746; DNA-R: NC_040747; DNA-S: NC_040748; DNA-U1: NC_040749; DNA-U2: NC_040744; DNA-U4: NC_040750"
"Faba bean necrotic stunt virus" "DNA-C: NC_013096; DNA-M: NC_013097; DNA-N: NC_013098; DNA-R: NC_013094; DNA-S: NC_013095; DNA-U1: NC_013099; DNA-U2: NC_013100; DNA-U4: NC_013101"
"Faba bean necrotic yellows virus" "DNA-C: NC_003559; DNA-M: NC_003562; DNA-N: NC_003566; DNA-R: NC_003560; DNA-S: NC_003563; DNA-U1: NC_003561; DNA-U2: NC_003564; DNA-U4: NC_024457"
"Faba bean yellow leaf virus" "DNA-C: NC_038907; DNA-M: NC_038904; DNA-N: NC_038911; DNA-R: NC_038909; DNA-S: NC_038910; DNA-U1: NC_038905; DNA-U2: NC_038908; DNA-U4: NC_038906"
"Milk vetch dwarf virus" "DNA-C: NC_003641; DNA-M: NC_003645; DNA-N: NC_003643; DNA-R: NC_003648; DNA-S: NC_003646; DNA-U1: NC_003642; DNA-U2: NC_003644; DNA-U4: NC_023626"
"Parsley severe stunt associated virus" "DNA-R: MK039132; DNA-U2:MK039135; DNA-U1: MK039134; DNA-S: MK039133; DNA-N: MK039130; DNA-M: MK039129; DNA-C: MK039128"
"Pea necrotic yellow dwarf virus" "DNA-C: NC_023158; DNA-M: NC_023156; DNA-N: NC_023159; DNA-R: NC_023154; DNA-S: NC_023155; DNA-U1: NC_023160; DNA-U2: NC_023157; DNA-U4: NC_023161"
"Pea yellow stunt virus" "DNA-C: NC_023309; DNA-M: NC_023297; DNA-N: NC_023310; DNA-R: NC_023296; DNA-S: NC_023308; DNA-U1: NC_023303; DNA-U2: NC_023298; DNA-U4: NC_023311"
"Sophora yellow stunt virus" "DNA-U4: MH048849; DNA-U2: MH048848; DNA-U1: MH048847; DNA-N: MH048846; DNA-M: MH048844; DNA-C: MH048843; DNA-R: MH048845; DNA-S: MH048842"
"Subterranean clover stunt virus" "DNA-C: MK035730; DNA-M: MK035731; DNA-N: MK035732; DNA-R: MK035728; DNA-S: MK035729; DNA-U1: MK035733; DNA-U2: MK035734; DNA-U4: MK035735"
"Brisavirus" "KY052047"
"Vientovirus" "MK059763"
"Beet curly top Iran virus" "NC_010417"
"Exomis microphylla latent virus" "NC_037065"
"Spinach curly top Arizona virus" "NC_015051"
"Abutilon golden mosaic virus" "DNA-A: NC_038438"
"Abutilon mosaic Bolivia virus" "DNA-A: NC_015045; DNA-B: NC_015048"
"Abutilon mosaic Brazil virus" "DNA-A: NC_016574; DNA-B: NC_016577"
"Abutilon mosaic virus" "DNA-A: NC_001928; DNA-B: NC_001929"
"African cassava mosaic Burkina Faso virus" "DNA-A: HE616777; DNA-B: HE616778"
"African cassava mosaic virus" "DNA-A: NC_001467; DNA-B: NC_001468"
"Ageratum enation virus" "NC_003434"
